Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Ticker,Name,Industry,PayoutRatio,Adj Close
2018-02-05,10086.236008333213,10086.236008333213,9807.257139856463,9837.0546875,828344.0,0.0,0.0,LTM.SN,LATAM Airlines Group S.A.,Airlines,0.0,
2018-02-06,9799.257818363185,10029.240399814567,9499.18093637791,9992.7431640625,634598.0,0.0,0.0,LTM.SN,LATAM Airlines Group S.A.,Airlines,0.0,
2018-02-07,10068.236587752022,10069.236511933943,9739.061351766282,9891.349609375,839967.0,0.0,0.0,LTM.SN,LATAM Airlines Group S.A.,Airlines,0.0,
2018-02-08,9899.250088791923,9899.250088791923,9501.280236737459,9526.578125,397007.0,0.0,0.0,LTM.SN,LATAM Airlines Group S.A.,Airlines,0.0,
2018-02-09,9548.37662398751,9548.37662398751,9150.307155695136,9182.904296875,553410.0,0.0,0.0,LTM.SN,LATAM Airlines Group S.A.,Airlines,0.0,
2018-02-12,9199.302668052667,9490.280611139986,9329.693174725675,9378.7890625,339030.0,0.0,0.0,LTM.SN,LATAM Airlines Group S.A.,Airlines,0.0,
2018-02-13,9378.79080342406,9399.289253391564,9249.300595092762,9298.4970703125,254231.0,0.0,0.0,LTM.SN,LATAM Airlines Group S.A.,Airlines,0.0,
2018-02-14,9299.294337303823,9598.271649868753,9299.294337303823,9548.9755859375,430653.0,0.0,0.0,LTM.SN,LATAM Airlines Group S.A.,Airlines,0.0,
2018-02-15,9579.274935591473,9731.263431438018,9490.281671576062,9624.87109375,321384.0,0.0,0.0,LTM.SN,LATAM Airlines Group S.A.,Airlines,0.0,
2018-02-16,9659.268282680907,9659.468462829185,9299.29555164932,9500.98046875,209372.0,0.0,0.0,LTM.SN,LATAM Airlines Group S.A.,Airlines,0.0,
2018-02-19,9439.284586588541,9659.26791381836,9439.284586588541,9599.2724609375,79968.0,0.0,0.0,LTM.SN,LATAM Airlines Group S.A.,Airlines,0.0,
2018-02-20,9599.272186781453,9849.253233312218,9399.287349556838,9788.857421875,281745.0,0.0,0.0,LTM.SN,LATAM Airlines Group S.A.,Airlines,0.0,
2018-02-21,9600.472485071045,9899.249642623437,9699.264801358317,9881.6513671875,308430.0,0.0,0.0,LTM.SN,LATAM Airlines Group S.A.,Airlines,0.0,
2018-02-22,9880.251112970798,9947.246034999847,9740.261723656366,9882.05078125,292630.0,0.0,0.0,LTM.SN,LATAM Airlines Group S.A.,Airlines,0.0,
2018-02-23,9799.258100308656,9929.24825878214,9740.262566847616,9880.4521484375,220469.0,0.0,0.0,LTM.SN,LATAM Airlines Group S.A.,Airlines,0.0,
2018-02-26,9929.14874831405,9949.246836252152,9836.555171763923,9868.7529296875,138598.0,0.0,0.0,LTM.SN,LATAM Airlines Group S.A.,Airlines,0.0,
2018-02-27,9867.25319483327,9879.25228667944,9588.07412924801,9857.853515625,246010.0,0.0,0.0,LTM.SN,LATAM Airlines Group S.A.,Airlines,0.0,
2018-02-28,9449.28389155952,9879.251306731012,9479.281618199391,9741.861328125,615196.0,0.0,0.0,LTM.SN,LATAM Airlines Group S.A.,Airlines,0.0,
2018-03-01,9741.861167381476,9741.861167381476,9539.177312253218,9559.375,368526.0,0.0,0.0,LTM.SN,LATAM Airlines Group S.A.,Airlines,0.0,
2018-03-02,9599.27246888352,9599.27246888352,9274.297098843193,9418.986328125,432565.0,0.0,0.0,LTM.SN,LATAM Airlines Group S.A.,Airlines,0.0,
2018-03-05,9399.288296550336,9399.288296550336,9249.299653520276,9273.09765625,477231.0,0.0,0.0,LTM.SN,LATAM Airlines Group S.A.,Airlines,0.0,
2018-03-06,9263.098572215798,9339.292999479287,9229.301326037883,9275.1982421875,518168.0,0.0,0.0,LTM.SN,LATAM Airlines Group S.A.,Airlines,0.0,
2018-03-07,9259.29824040014,9259.29824040014,9170.205383347626,9200.0029296875,335282.0,0.0,0.0,LTM.SN,LATAM Airlines Group S.A.,Airlines,0.0,
2018-03-08,9204.30220890472,9469.282120404967,9199.302587933018,9467.8818359375,177112.0,0.0,0.0,LTM.SN,LATAM Airlines Group S.A.,Airlines,0.0,
2018-03-09,9467.882834814565,9693.266162592621,9467.882834814565,9648.76953125,266554.0,0.0,0.0,LTM.SN,LATAM Airlines Group S.A.,Airlines,0.0,
2018-03-12,9649.268713321768,9877.251435253102,9549.27629142206,9741.5615234375,397836.0,0.0,0.0,LTM.SN,LATAM Airlines Group S.A.,Airlines,0.0,
2018-03-13,9741.46237645199,9946.246670766524,9716.264089659024,9760.4609375,492203.0,0.0,0.0,LTM.SN,LATAM Airlines Group S.A.,Airlines,0.0,
2018-03-14,9749.261930778055,9805.257691611243,9666.968356136998,9739.1630859375,134613.0,0.0,0.0,LTM.SN,LATAM Airlines Group S.A.,Airlines,0.0,
2018-03-15,9749.261799329159,9749.261799329159,9349.292084484885,9492.380859375,594003.0,0.0,0.0,LTM.SN,LATAM Airlines Group S.A.,Airlines,0.0,
2018-03-16,9498.78068378638,9689.266258844153,9399.28821807379,9581.57421875,651832.0,0.0,0.0,LTM.SN,LATAM Airlines Group S.A.,Airlines,0.0,
2018-03-19,9589.272670407267,9589.272670407267,9224.300352920442,9463.2822265625,437223.0,0.0,0.0,LTM.SN,LATAM Airlines Group S.A.,Airlines,0.0,
2018-03-20,9249.29925247362,9541.576913554083,9249.29925247362,9396.6884765625,606884.0,0.0,0.0,LTM.SN,LATAM Airlines Group S.A.,Airlines,0.0,
2018-03-21,9399.288241735656,9399.288241735656,9179.3048999078,9207.90234375,1211695.0,0.0,0.0,LTM.SN,LATAM Airlines Group S.A.,Airlines,0.0,
2018-03-22,9207.801909431237,9284.296110014555,9149.306344279288,9209.8017578125,396077.0,0.0,0.0,LTM.SN,LATAM Airlines Group S.A.,Airlines,0.0,
2018-03-23,9099.310723789558,9228.701313028747,9099.310723789558,9166.10546875,282118.0,0.0,0.0,LTM.SN,LATAM Airlines Group S.A.,Airlines,0.0,
2018-03-26,9099.311528627546,9299.29639738859,9079.412643590375,9151.0078125,361265.0,0.0,0.0,LTM.SN,LATAM Airlines Group S.A.,Airlines,0.0,
2018-03-27,9149.307314380665,9335.593015549523,9149.307314380665,9171.10546875,381533.0,0.0,0.0,LTM.SN,LATAM Airlines Group S.A.,Airlines,0.0,
2018-03-28,9195.302688386404,9195.302688386404,9103.309664535647,9130.3076171875,765791.0,0.0,0.0,LTM.SN,LATAM Airlines Group S.A.,Airlines,0.0,
2018-03-29,9129.30835730072,9449.284115716518,9079.312145048252,9383.9892578125,361406.0,0.0,0.0,LTM.SN,LATAM Airlines Group S.A.,Airlines,0.0,
2018-04-02,9336.292364641939,9381.68931444851,9199.402349464828,9354.0908203125,361682.0,0.0,0.0,LTM.SN,LATAM Airlines Group S.A.,Airlines,0.0,
2018-04-03,9324.293642317249,9428.88532839598,9293.095810382514,9320.2939453125,232028.0,0.0,0.0,LTM.SN,LATAM Airlines Group S.A.,Airlines,0.0,
2018-04-04,9297.89537111573,9299.295655680817,9199.303229275647,9283.197265625,604391.0,0.0,0.0,LTM.SN,LATAM Airlines Group S.A.,Airlines,0.0,
2018-04-05,9304.294775416229,9669.267112119822,9304.294775416229,9534.27734375,292269.0,0.0,0.0,LTM.SN,LATAM Airlines Group S.A.,Airlines,0.0,
2018-04-06,9594.274595732746,9594.274595732746,9429.287070115664,9519.1806640625,399210.0,0.0,0.0,LTM.SN,LATAM Airlines Group S.A.,Airlines,0.0,
2018-04-09,9449.284550989783,9599.173592822603,9399.288336434282,9505.7802734375,305149.0,0.0,0.0,LTM.SN,LATAM Airlines Group S.A.,Airlines,0.0,
2018-04-10,9598.17192261451,9598.17192261451,9274.296113041877,9328.591796875,637519.0,0.0,0.0,LTM.SN,LATAM Airlines Group S.A.,Airlines,0.0,
2018-04-11,9326.293310582687,9387.288688726308,9230.300584323875,9343.6923828125,358013.0,0.0,0.0,LTM.SN,LATAM Airlines Group S.A.,Airlines,0.0,
2018-04-12,9346.29142076339,9504.279443067939,9346.29142076339,9454.68359375,271666.0,0.0,0.0,LTM.SN,LATAM Airlines Group S.A.,Airlines,0.0,
2018-04-13,9406.287252491918,9499.280206088362,9349.291571255388,9395.2880859375,327443.0,0.0,0.0,LTM.SN,LATAM Airlines Group S.A.,Airlines,0.0,
2018-04-16,9395.287548875709,9499.279663082081,9318.193785573867,9336.6923828125,149600.0,0.0,0.0,LTM.SN,LATAM Airlines Group S.A.,Airlines,0.0,
2018-04-17,9329.29280061487,9500.279839082732,9314.293937591374,9391.48828125,343478.0,0.0,0.0,LTM.SN,LATAM Airlines Group S.A.,Airlines,0.0,
2018-04-18,9394.287812784205,9639.269240579004,9369.289707907184,9609.671875,495861.0,0.0,0.0,LTM.SN,LATAM Airlines Group S.A.,Airlines,0.0,
2018-04-19,9597.273384229802,9599.273232819973,9399.28837380289,9493.380859375,272586.0,0.0,0.0,LTM.SN,LATAM Airlines Group S.A.,Airlines,0.0,
2018-04-20,9439.284877483593,9439.284877483593,9314.294346796574,9319.59375,195888.0,0.0,0.0,LTM.SN,LATAM Airlines Group S.A.,Airlines,0.0,
2018-04-23,9299.295906396159,9469.283035867917,9248.999909856051,9363.890625,653604.0,0.0,0.0,LTM.SN,LATAM Airlines Group S.A.,Airlines,0.0,
2018-04-24,9319.293444992,9399.287380142147,9269.29723552316,9312.6943359375,526541.0,0.0,0.0,LTM.SN,LATAM Airlines Group S.A.,Airlines,0.0,
2018-04-25,9299.295480452367,9303.295177433205,9204.302677157422,9267.998046875,453825.0,0.0,0.0,LTM.SN,LATAM Airlines Group S.A.,Airlines,0.0,
2018-04-26,9258.298614780262,9432.285433980149,9179.904163120074,9229.701171875,631721.0,0.0,0.0,LTM.SN,LATAM Airlines Group S.A.,Airlines,0.0,
2018-04-27,9279.297956797487,9323.394229983802,9163.306732337518,9293.5966796875,636459.0,0.0,0.0,LTM.SN,LATAM Airlines Group S.A.,Airlines,0.0,
2018-04-30,9293.296592849325,9479.28251562423,9293.296592849325,9405.6884765625,334168.0,0.0,0.0,LTM.SN,LATAM Airlines Group S.A.,Airlines,0.0,
2018-05-02,9319.294383280176,9331.293474760794,9117.309676689769,9170.3056640625,541009.0,0.0,0.0,LTM.SN,LATAM Airlines Group S.A.,Airlines,0.0,
2018-05-03,9149.206546143545,9199.602138376973,9009.316764280373,9026.9150390625,551312.0,0.0,0.0,LTM.SN,LATAM Airlines Group S.A.,Airlines,0.0,
2018-05-04,9019.315841214218,9287.295513658279,8869.327218577619,8883.1259765625,300484.0,0.0,0.0,LTM.SN,LATAM Airlines Group S.A.,Airlines,0.0,
2018-05-07,8799.333078181598,9099.310342210516,8879.327015255976,9006.4169921875,339268.0,0.0,0.0,LTM.SN,LATAM Airlines Group S.A.,Airlines,0.0,
2018-05-08,9009.317375265793,9050.31426898232,8946.92171228231,9009.2177734375,438244.0,0.0,0.0,LTM.SN,LATAM Airlines Group S.A.,Airlines,0.0,
2018-05-09,9039.315649209724,9199.303536806357,8831.331395334102,8861.62890625,1421941.0,0.0,0.0,LTM.SN,LATAM Airlines Group S.A.,Airlines,0.0,
2018-05-10,8759.412478030023,8999.396381537694,8649.419855589005,8837.70703125,1078877.0,0.076831,0.0,LTM.SN,LATAM Airlines Group S.A.,Airlines,0.0,
2018-05-11,8844.405985752233,9079.390203576064,8749.412365780898,8782.310546875,448333.0,0.0,0.0,LTM.SN,LATAM Airlines Group S.A.,Airlines,0.0,
2018-05-14,8779.48777082148,8819.485437203357,8549.800976322462,8620.0966796875,1417614.0,0.076831,0.0,LTM.SN,LATAM Airlines Group S.A.,Airlines,0.0,
2018-05-15,8610.697546973048,8760.488607627038,8361.511897840119,8548.6005859375,1593779.0,0.0,0.0,LTM.SN,LATAM Airlines Group S.A.,Airlines,0.0,
2018-05-16,8599.4987689478,8717.291707946923,8548.601344934004,8645.396484375,1216298.0,0.0,0.0,LTM.SN,LATAM Airlines Group S.A.,Airlines,0.0,
2018-05-17,8669.494152442503,8669.494152442503,8503.303654011532,8535.8017578125,100000.0,0.0,0.0,LTM.SN,LATAM Airlines Group S.A.,Airlines,0.0,
2018-05-18,8519.50320844836,8679.49387902955,8279.517202576573,8356.8125,1188813.0,0.0,0.0,LTM.SN,LATAM Airlines Group S.A.,Airlines,0.0,
2018-05-22,8357.51308362891,8669.494907281964,8199.522288317428,8213.3212890625,659473.0,0.0,0.0,LTM.SN,LATAM Airlines Group S.A.,Airlines,0.0,
2018-05-23,8199.321124767665,8414.50875733294,8041.530531963339,8146.32421875,716199.0,0.0,0.0,LTM.SN,LATAM Airlines Group S.A.,Airlines,0.0,
2018-05-24,8139.524772255897,8249.518350259355,7849.541702974054,7970.03466796875,907287.0,0.0,0.0,LTM.SN,LATAM Airlines Group S.A.,Airlines,0.0,
2018-05-25,7899.538849504992,8250.518360413378,7941.536397818816,8121.72607421875,731804.0,0.0,0.0,LTM.SN,LATAM Airlines Group S.A.,Airlines,0.0,
2018-05-28,8365.41223917533,8365.41223917533,7999.53319888894,8032.93115234375,420812.0,0.0,0.0,LTM.SN,LATAM Airlines Group S.A.,Airlines,0.0,
2018-05-29,7999.533195508889,8099.527360452749,7751.747850079104,7781.845703125,536702.0,0.0,0.0,LTM.SN,LATAM Airlines Group S.A.,Airlines,0.0,
2018-05-30,7780.246329595639,8049.5304254207185,7599.556674931361,7625.25537109375,592768.0,0.0,0.0,LTM.SN,LATAM Airlines Group S.A.,Airlines,0.0,
2018-05-31,7623.555166293619,8049.530310685156,7452.565143544903,7606.65625,1262586.0,0.0,0.0,LTM.SN,LATAM Airlines Group S.A.,Airlines,0.0,
2018-06-01,7584.5571216761755,7685.6513162286965,7445.965116700075,7467.36376953125,634816.0,0.0,0.0,LTM.SN,LATAM Airlines Group S.A.,Airlines,0.0,
2018-06-04,7449.565324292204,7759.547237115101,7449.565324292204,7740.6484375,494706.0,0.0,0.0,LTM.SN,LATAM Airlines Group S.A.,Airlines,0.0,
2018-06-05,7795.544921965461,7818.043608566823,7604.656163073783,7653.35302734375,635295.0,0.0,0.0,LTM.SN,LATAM Airlines Group S.A.,Airlines,0.0,
2018-06-06,7659.55275621624,7659.55275621624,7339.571440029661,7383.96875,1177897.0,0.0,0.0,LTM.SN,LATAM Airlines Group S.A.,Airlines,0.0,
2018-06-07,7399.568469485442,7399.568469485442,7049.588879712482,7116.78515625,1008042.0,0.0,0.0,LTM.SN,LATAM Airlines Group S.A.,Airlines,0.0,
2018-06-08,7186.080733475168,7547.559643257576,6967.2936937544455,7398.16845703125,1217449.0,0.0,0.0,LTM.SN,LATAM Airlines Group S.A.,Airlines,0.0,
2018-06-11,7398.567961799897,7699.550385979079,7398.567961799897,7500.4619140625,667582.0,0.0,0.0,LTM.SN,LATAM Airlines Group S.A.,Airlines,0.0,
2018-06-12,7498.562541321051,7608.556124404838,7335.2722628259535,7557.85888671875,1048033.0,0.0,0.0,LTM.SN,LATAM Airlines Group S.A.,Airlines,0.0,
2018-06-13,7600.056463143994,7757.547272030933,7599.55649232213,7714.14990234375,1221245.0,0.0,0.0,LTM.SN,LATAM Airlines Group S.A.,Airlines,0.0,
2018-06-14,7719.549152469277,7795.444622263344,7599.656252272536,7608.0556640625,822041.0,0.0,0.0,LTM.SN,LATAM Airlines Group S.A.,Airlines,0.0,
2018-06-15,7599.5565097438575,7679.651933240525,7318.372723582232,7379.76953125,1963180.0,0.0,0.0,LTM.SN,LATAM Airlines Group S.A.,Airlines,0.0,
2018-06-18,7377.5694216016045,7680.551738590664,7249.9767706579705,7270.27587890625,501920.0,0.0,0.0,LTM.SN,LATAM Airlines Group S.A.,Airlines,0.0,
2018-06-19,7269.375960513708,7460.565008464384,7149.583140399457,7377.9697265625,666323.0,0.0,0.0,LTM.SN,LATAM Airlines Group S.A.,Airlines,0.0,
2018-06-20,7324.572398342753,7519.46092327746,7218.578586161957,7226.47802734375,461894.0,0.0,0.0,LTM.SN,LATAM Airlines Group S.A.,Airlines,0.0,
2018-06-21,7377.569646931437,7377.569646931437,7049.588778919305,7073.1875,357608.0,0.0,0.0,LTM.SN,LATAM Airlines Group S.A.,Airlines,0.0,
2018-06-22,7069.5874376703105,7095.686012283124,6999.69161426101,7019.990234375,307607.0,0.0,0.0,LTM.SN,LATAM Airlines Group S.A.,Airlines,0.0,
2018-06-25,7019.889900489748,7019.889900489748,6699.508705789343,6781.7041015625,637809.0,0.0,0.0,LTM.SN,LATAM Airlines Group S.A.,Airlines,0.0,
2018-06-26,6749.706147873347,7039.589131060056,6599.614810368803,6650.91162109375,476151.0,0.0,0.0,LTM.SN,LATAM Airlines Group S.A.,Airlines,0.0,
2018-06-27,6659.611324350116,6729.607239170612,6458.623054651261,6467.12255859375,1008188.0,0.0,0.0,LTM.SN,LATAM Airlines Group S.A.,Airlines,0.0,
2018-06-28,6467.122499288559,6659.611263279753,6399.726531001413,6583.2158203125,709943.0,0.0,0.0,LTM.SN,LATAM Airlines Group S.A.,Airlines,0.0,
2018-06-29,6583.616135110376,6734.607331404674,6449.623947670401,6481.822265625,617623.0,0.0,0.0,LTM.SN,LATAM Airlines Group S.A.,Airlines,0.0,
2018-07-03,6479.621904781885,6689.609651696112,6399.626572624084,6493.52099609375,469021.0,0.0,0.0,LTM.SN,LATAM Airlines Group S.A.,Airlines,0.0,
2018-07-04,6421.625568506727,6499.621020755796,6421.625568506727,6448.1240234375,143778.0,0.0,0.0,LTM.SN,LATAM Airlines Group S.A.,Airlines,0.0,
2018-07-05,6639.612509696046,6639.612509696046,6379.82786613886,6417.2255859375,376119.0,0.0,0.0,LTM.SN,LATAM Airlines Group S.A.,Airlines,0.0,
2018-07-06,6427.025033326821,6699.609231967579,6420.625504248332,6621.81396484375,432041.0,0.0,0.0,LTM.SN,LATAM Airlines Group S.A.,Airlines,0.0,
2018-07-09,6599.615026063403,6696.609368113122,6523.019396443689,6604.41455078125,231263.0,0.0,0.0,LTM.SN,LATAM Airlines Group S.A.,Airlines,0.0,
2018-07-10,6604.414161771484,6649.511626110497,6443.623745908386,6606.1142578125,368553.0,0.0,0.0,LTM.SN,LATAM Airlines Group S.A.,Airlines,0.0,
2018-07-11,6604.614334426056,6606.114246841142,6499.620465370078,6564.11669921875,338999.0,0.0,0.0,LTM.SN,LATAM Airlines Group S.A.,Airlines,0.0,
2018-07-12,6578.616012500047,6616.9135817952,6479.621790697721,6575.21630859375,635407.0,0.0,0.0,LTM.SN,LATAM Airlines Group S.A.,Airlines,0.0,
2018-07-13,6575.2162182492275,6652.711693847865,6493.0208217325435,6632.212890625,154168.0,0.0,0.0,LTM.SN,LATAM Airlines Group S.A.,Airlines,0.0,
2018-07-17,6599.4145104025,6989.591925947475,6598.714844219931,6924.8955078125,272770.0,0.0,0.0,LTM.SN,LATAM Airlines Group S.A.,Airlines,0.0,
2018-07-18,6924.895499800945,7049.588415010094,6790.703627462612,7008.390625,750009.0,0.0,0.0,LTM.SN,LATAM Airlines Group S.A.,Airlines,0.0,
2018-07-19,7003.5914979511535,7003.5914979511535,6809.602812828007,6931.49560546875,375434.0,0.0,0.0,LTM.SN,LATAM Airlines Group S.A.,Airlines,0.0,
2018-07-20,6953.494072511654,7198.579866117964,6929.395381337913,7111.28515625,505811.0,0.0,0.0,LTM.SN,LATAM Airlines Group S.A.,Airlines,0.0,
2018-07-23,7111.585221502637,7111.585221502637,6913.596769047979,7015.5908203125,318987.0,0.0,0.0,LTM.SN,LATAM Airlines Group S.A.,Airlines,0.0,
2018-07-24,7099.585786812164,7244.4772357121865,6820.501971823685,7239.27783203125,446525.0,0.0,0.0,LTM.SN,LATAM Airlines Group S.A.,Airlines,0.0,
2018-07-25,7147.38274550747,7549.559473279153,7111.585029663754,7531.16064453125,353236.0,0.0,0.0,LTM.SN,LATAM Airlines Group S.A.,Airlines,0.0,
2018-07-26,7549.559297176379,7549.559297176379,7423.066681137596,7477.96337890625,417028.0,0.0,0.0,LTM.SN,LATAM Airlines Group S.A.,Airlines,0.0,
2018-07-27,7549.559109906806,7583.457032630543,7226.178092836312,7240.67724609375,403742.0,0.0,0.0,LTM.SN,LATAM Airlines Group S.A.,Airlines,0.0,
2018-07-30,7240.677687877614,7349.471145725435,7071.28766748195,7156.1826171875,336666.0,0.0,0.0,LTM.SN,LATAM Airlines Group S.A.,Airlines,0.0,
2018-07-31,7164.581838796658,7349.370858263125,7084.986386733238,7261.67626953125,446205.0,0.0,0.0,LTM.SN,LATAM Airlines Group S.A.,Airlines,0.0,
2018-08-01,7257.576086659167,7449.564872638578,7099.585314863611,7139.0830078125,374561.0,0.0,0.0,LTM.SN,LATAM Airlines Group S.A.,Airlines,0.0,
2018-08-02,7099.585665228182,7169.581580237474,7000.591442572183,7078.18701171875,337683.0,0.0,0.0,LTM.SN,LATAM Airlines Group S.A.,Airlines,0.0,
2018-08-03,7078.187205421662,7269.5759434769525,7078.187205421662,7232.17822265625,300496.0,0.0,0.0,LTM.SN,LATAM Airlines Group S.A.,Airlines,0.0,
2018-08-06,7253.576364405623,7253.576364405623,7069.587110056211,7106.384765625,197635.0,0.0,0.0,LTM.SN,LATAM Airlines Group S.A.,Airlines,0.0,
2018-08-07,7111.5850567284215,7149.5828396524485,6938.5951502585085,6962.59375,986150.0,0.0,0.0,LTM.SN,LATAM Airlines Group S.A.,Airlines,0.0,
2018-08-08,6979.592677167709,7039.589175825311,6724.6075578729005,6760.4052734375,293028.0,0.0,0.0,LTM.SN,LATAM Airlines Group S.A.,Airlines,0.0,
2018-08-09,6760.405165829783,7020.090202020377,6503.620350963682,6532.71875,584986.0,0.0,0.0,LTM.SN,LATAM Airlines Group S.A.,Airlines,0.0,
2018-08-10,6496.62088329835,6599.614872982779,6297.232616453029,6543.21826171875,991248.0,0.0,0.0,LTM.SN,LATAM Airlines Group S.A.,Airlines,0.0,
2018-08-13,6543.218189375262,6699.608963652358,6405.626122560747,6433.224609375,122502.0,0.0,0.0,LTM.SN,LATAM Airlines Group S.A.,Airlines,0.0,
2018-08-14,6433.22445446242,6599.614641096487,6433.22445446242,6530.91845703125,389481.0,0.0,0.0,LTM.SN,LATAM Airlines Group S.A.,Airlines,0.0,
2018-08-16,6499.620728274084,6693.009345830949,6400.626504874218,6476.6220703125,462344.0,0.0,0.0,LTM.SN,LATAM Airlines Group S.A.,Airlines,0.0,
2018-08-17,6539.618430876966,6539.618430876966,6379.027703257172,6401.92626953125,262560.0,0.0,0.0,LTM.SN,LATAM Airlines Group S.A.,Airlines,0.0,
2018-08-20,6399.626580714285,6499.620746037946,6250.635274382031,6317.93115234375,374783.0,0.0,0.0,LTM.SN,LATAM Airlines Group S.A.,Airlines,0.0,
2018-08-21,6289.633301257157,6289.633301257157,5999.6502078764615,6155.64111328125,601340.0,0.0,0.0,LTM.SN,LATAM Airlines Group S.A.,Airlines,0.0,
2018-08-22,6163.6400922508965,6169.639741918889,6016.648675385081,6104.34375,703240.0,0.0,0.0,LTM.SN,LATAM Airlines Group S.A.,Airlines,0.0,
2018-08-23,6168.6400369104185,6234.636185789667,6001.649781412924,6033.0478515625,757569.0,0.0,0.0,LTM.SN,LATAM Airlines Group S.A.,Airlines,0.0,
2018-08-24,5999.649582203838,6164.6399457144435,5998.649640606804,6019.24853515625,396460.0,0.0,0.0,LTM.SN,LATAM Airlines Group S.A.,Airlines,0.0,
2018-08-27,5999.649741308938,6237.336060528225,5999.649741308938,6147.44091796875,526656.0,0.0,0.0,LTM.SN,LATAM Airlines Group S.A.,Airlines,0.0,
2018-08-28,6199.638376026395,6274.634001542844,6090.24485459029,6261.53466796875,539522.0,0.0,0.0,LTM.SN,LATAM Airlines Group S.A.,Airlines,0.0,
2018-08-29,6299.832341821438,6574.21622261684,6274.63361788755,6489.12109375,701813.0,0.0,0.0,LTM.SN,LATAM Airlines Group S.A.,Airlines,0.0,
